Tweets,Effectiveness,Intensity,Polarity,Annotated By,Date
"#Budget2023 #AdaniEnterprises #RBI #AdaniGroup #AdaniStandsWithInvestors Adani Groups Stocks Tunk 52 two week lows, LIC Stock also going down down, Adani group bubble blast.à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤à¥¤ Boom",,,,Vikash Babu ,
To select 50 destinations to boost Tourism Development #Budget2023 #tourism #development #BudgetSession,,,,Vikash Babu ,
#AmitShah lists #Budget2023 benefits for #RuralPopulation under #NewTaxRegime through #PACS,,,,Vikash Babu ,
Please Follow me @JkMeenaa @LAMDelhi #ArchanaGautam #AdaniEnterprises #ShareTheEpic #Budget2023 #PawanKalyanOnUnstoppable #JUNGKOOK #taekook #thursdaymorning #à¤šà¥Œà¤•à¥€à¤¦à¤¾à¤°_à¤¹à¥€_à¤šà¥‹à¤°_à¤¹à¥ˆ #2ndWorldTourMANIACTH #GalaxyS23Ultra #à¸‚à¸­à¹‚à¸—à¸©à¸šà¸´à¸§à¸ˆà¸±à¸à¸£à¸žà¸±à¸™à¸˜à¹Œ #MmeliKhumaloð“ƒµ #KhosiTwala,,,,Vikash Babu ,
Subsidiary of EXIM Bank to be set up in IFSC Gift City #Budget2023 #BudgetSession,,,,Vikash Babu ,
Announces new Small Saving Scheme for Women #Budget2023 #women #BudgetSession,,,,Vikash Babu ,
"Modi ji, Amit shah #RSS can't feel the pains of victims! Well said @RahulGandhi ji. @INCIndia #à¤šà¥Œà¤•à¥€à¤¦à¤¾à¤°_à¤¹à¥€_à¤šà¥‹à¤°_à¤¹à¥ˆ #AdaniEnterprises #Budget2023",,,,Vikash Babu ,
To set up 100 labs to develop 5G apps #Budget2023 #BudgetSession,,,,Vikash Babu ,
"Millets (#ShreeAnna ) are the super crops that have multiple benefits including economic, bringing down the malnourishment improving ecological conditions. #SaveSoil #Budget2023 #InternationalYearOfMillets2023 @MilkenInstitute @black_milk @Milken @GWpublichealth @IcarFor @UNCCD",,,,Vikash Babu ,
PAN card will be used for identifying all digital systems #Budget2023 #BudgetSession,1,1,0,Ravi Raj,
Plans 3 centres of excellence for Artificial Intelligence #Budget2023,2,0,0.5,Ravi Raj,
@SadhguruJV Having millet as staple food will improve the health of soil and in turn ourselves .. letâ€™s make it happen #ShreeAnna #millets #Budget2023,,,,Ravi Raj,
Identified 100 new projects for Last - Mile connectivity #Budget2023 #BudgetSession,,,,Ravi Raj,
Railways Capital Outlay â‚¹2.4T #Budget2023,,,,Ravi Raj,
"Extends Intrest Free Loan to State Govts by 1 more year ,#Budget2023 #RBI",,,,Ravi Raj,
Judicial majoriatarianism justified Source:The Hindu #UPSC #BPSC68thPrelims #SupremeCourtOfIndia #Budget2023,,,,Ravi Raj,
Increase FY24 Capital Investment outlay by 33% TO â‚¹10T #Budget2023 #BudgetSession,,,,Ravi Raj,
"Tough time ahead for insurance sector, @HDFCLIFE will come out of it with flying colours. #Budget2023 #newtaxregime",,,,Ravi Raj,
"#Budget2023 In every Budget, Poor gets Subsidiaries, and Rich gets Rebate . Middle Class will only get Debate by watching TV ðŸ˜‚ #ModiDisasterForIndia",,,,Ravi Raj,
Will hire 38800 teachers for 740 Eklavya modern residential schools #Budget2023 #BudgetSession,1,1,,Ravi Raj,
States will be encouraged to set up libraries at panchayat levels #Budget2023,1,1,0.5,Ravi Raj,
Plan New Program to promote R D in Pharmaceuticals #Pharmaceutical #Budget2023,,,,Ravi Raj,
"In all this #Budget2023 event #adani news, we did nt discussed d fantastic results of #Indianhotels. Dec 22 qtr results of IH were by far d best i hv seen in my life d #stock hd been recomm many times frm low levels, ws also 1 of our #freedomstocks buy @cmp318 4 Tgt of 500",,,,Ravi Raj,
"FY23 GDP growth expected at 7%. Indian economy on a right track, heading towards bright future despite challenges World has recognised Indian economy as a bright star. - FM #Budget2023 #StockMarketindia #Finance",,,,Ravi Raj,
"@Carolyn_Bennett We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth strengthen our research innovation ecosystem. Read the letter to @cafreeland",,,,Ravi Raj,
Why India's high growth hopes hinge on infrastructure? The govt is providing continued budgetary push to infrastructure sector as its critical to realize India's ambition of sustaining enhancing its high growth rate relative to other major economies. My #Budget2023 Analysis,,,,Ravi Raj,
#à¤šà¥Œà¤•à¥€à¤¦à¤¾à¤°_à¤¹à¥€_à¤šà¥‹à¤°_à¤¹à¥ˆ #AmritKaalBudget #Ukraine #UkraineWar #UkraineRussianWar #AmbujaCements #acc #Budget2023 #OptionsTrading #stockportcounty #trader #trading #stockmarketcrash #AdaniStandsWithInvestors #Adanicrash #creditsuisse #crisil #congress #incometax Winner of2024 election,,,,Ravi Raj,
@redcliffelab YES #Redcliffelabs #giveaway #contestalert #grandoffer #dealoftheday #amazon #amazongiftcard #amazongiveaway #giveawayindia #amazon #homesamplecollection #budget #budget2023 #unionbudget TAGGING @srshylu5gmailc1 @KDivya18740584 @MrRajput22,,,,Ravi Raj,
@SadhguruJV This is a great boost for Indian farmers. Much awaited policy to improve the health of soil and in turn its peopleðŸ‘ðŸ‘ðŸ‘#TreeBasedAgriculture #Budget2023 #SaveSoil,,,,Ravi Raj,
@nailainayat #Pakistan however disappointed with Indian #Budget2023 â€˜Hamare Liye Kuch Bhi Nahiâ€™!,,,,Ravi Raj,
Key points from IG KP presser on Peshawar Police Lines suicide blast. @KP_Police1 #KP360Updates #Budget2023 #PeshawarAttack #GalaxyS23Ultra #AdaniEnterprises #ImranRiazKhan,,,,Ravi Raj,
"Tax slabs up ho ya down,we provide best Manhole Cover in Town!!ðŸ˜ŽðŸ˜Žâ­â­ #Budget2023 #manhole #Fiber",,,,Ravi Raj,
Budgetâ€™23 is here and so is The campus Post!! Presented it to DG sir @IIMC_India today and Iâ€™m immensely grateful to everyone who was a part of itðŸ™ðŸ» #Budget2023,,,,Ravi Raj,
"While Hindenburg was preparing his report, Then India Today was publishing this report. It was a month back. #AdaniEnterprises #Adaniscam #AdaniGroup #Budget2023 #HindenburgExposed",,,,Ravi Raj,
"#BudgetWithBS | The #Budget proposal to #tax income from traditional insurance policies, other than ULIPs, having premia above Rs 5 lakh in a year is likely to impact growth of #lifeinsurance companies and their margins. @subratapanda reports #Budget2023",,,,Ravi Raj,
#Stock #COROMANDEL Made super bullish reversal And Bottomout Good Results CMP 881 Target 5% @STOCKBAGGER1 #Nifty50 #StockMarket #trading #incometax #Budget2023 #niftyOptions #NASDAQ #CoreDAO #FOMC #Sensex #OptionsTrading #gold #silver #VOLT #UnionBudget2023,,,,Ravi Raj,
#Budget2023 We are developing a website to let the people in poor mental condition to share their things with us and the people like you who are unknown but ready to help. Click to contribute.,,,,Ravi Raj,
Every Finance Expert on Instagram explaining 7lac slab is like is like Influencers performing the same trend on reel #Budget2023 #instagram,,,,Ravi Raj,
"ð™ð™£ð™žð™¤ð™£ ð˜½ð™ªð™™ð™œð™šð™© 2023 ð™žð™¨ ð™¤ð™ªð™©. ð—£ð˜‚ð—¯ð—¹ð—¶ð—°ð—¶ð˜€ð—²ð—± as ""ð—”ð—ºð—¿ð—¶ð˜ ð—¸ð—®ð—®ð—¹"" budget. ð—ªð—µð—®ð˜ ð—±ð—¼ ð˜†ð—¼ð˜‚ ð˜ð—µð—¶ð—»ð—¸? is it really a budget of Amrit kaal? #Budget2023",,,,Ravi Raj,
All the products/ raw materials which majorly Adani and BJP supported companies are importing got import duty cuts! #Budget2023 ðŸ¤¥,,,,Ravi Raj,
#Thalapathy67TitleReveal #Budget2023 86 yrs old Hindu sant Shri asharamji bapu are in Life imprisonment where as Christian paster bishap roaming free after rape 13 nun in Church,,,,Ravi Raj,
Interesting is how a group company lost value as much as the budget...#Budget2023,,,,Ravi Raj,
#Budget2023 : Restructured PACS to transform farmersâ€™ income and life #Click 2 Read: #PACS #AgriCredit #AgricultureAcceleratorFund #Startups #Digitisation #SupplyChain #Banking #RuralDevelopment #SustainableAgriculture @PIBAgriculture,,,,Ravi Raj,
"@YaaraSaks We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth strengthen our research innovation ecosystem. Read the letter to @cafreeland:",,,,Ravi Raj,
"@JeanYip3 We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth strengthen our research innovation ecosystem. Read the letter to @cafreeland:",,,,Ravi Raj,
POWER GRID CORP INTRADAY TRADE 15 MIN #nifty #banknifty #sgxnifty #StockMarketindia #StockMarket #Stockmarketcrash #StocksToWatch #stocks #finance #ADANIENT #AdaniGroups #Adaniscam #Heidenburg #Budget2023 #irctc,,,,Ravi Raj,
#Budget2023 86 yrs old Hindu sant Shri asharamji bapu are in Life imprisonment where as Christian paster bishap roaming free after rape 13 nun in Church,,,,Ravi Raj,
ESCORT STOCK ADD YOUR WATCHLIST FOR INTRADAY TRADE. 15 MIN #nifty #banknifty #sgxnifty #StockMarketindia #StockMarket #Stockmarketcrash #StocksToWatch #stocks #finance #ADANIENT #AdaniGroups #Adaniscam #Heidenburg #Budget2023 #irctc,,,,Ravi Raj,
India External Debt 1970-2023. Before 1990 and 2006 to 2014 governments enjoyed on loans. #AdaniEnterprises #Budget2023 #BudgetSession #IndianEconomy,,,,Ravi Raj,
"The other point of view is that,people who were not interested in investing in tax saving instruments had to invest for saving tax,but now they can invest in whichever way they want,there will be no obligation to invest in tax saving funds for saving taxes #Budget2023 #incometax",,,,Aman Singh,
AXIS BANK 15 MIN CHART BEST RANGE BREAKOUT TRADE ONLY FOR INTRADAY. #nifty #banknifty #sgxnifty #StockMarketindia #StockMarket #Stockmarketcrash #StocksToWatch #stocks #finance #ADANIENT #AdaniGroups #Adaniscam #Heidenburg #Budget2023 #irctc,,,,Aman Singh,
"Arrogant shameful remark by Finace minister,in this budget there is nothing for for common peoples... #Budget2023",,,,Aman Singh,
"@viraniarif We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth strengthen our research innovation ecosystem. Read the letter to @cafreeland:",,,,Aman Singh,
"@beynate We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth strengthen our research innovation ecosystem. Read the letter to @cafreeland:",,,,Aman Singh,
"@SujataIndia1st For the growth of country, you need stronger economy military power. @narendramodi has consistently been emphasizing on #infrastructure since 2014 and even now #Budget2023. It's good to see @gautam_adani, among many other industrialist l",,,,Aman Singh,
"#Budget2023 #AmritKaalBudget encourages start-ups to continue to innovate, as their transformative ideas will get support from govt. by way of tax breaks and waiver of losses. Start-ups have supported our digital economy and helped it leapfrog in short span of time. #Modinomics",,,,Aman Singh,
"Tree-based agriculture will improve farmers' incomes, the health wellbeing of the people, and the nation's soil, water and ecology. #Budget2023 #SaveSoil #TreeBasedAgriculture",,,,Aman Singh,
"Watch | Post #Budget2023, Finance Minister Nirmala Sitharaman's message to industries",,,,Aman Singh,
#BudgetWithBS | Old income tax regime Vs new income tax regime. Which one is better? Find out here #IncomeTax #TaxRegime #Budget2023 #UnionBudget,,,,Aman Singh,
Cartoon #Budget2023 #manojtiwari #BJP,,,,Aman Singh,
Discussion on #Budget2023 @annamalai_k @amarprasadreddy,,,,Aman Singh,
Focusing on lifestyle for environment(LIFE) with environment centric approach through green growth. Technology enabled agriculture driven rural economy. Inclusive and sustainable riding on good governance. #Budget2023,,,,Aman Singh,
Everyone to Adani shares now : #AdaniEnterprises #Adani #NSE #BB16 #Memes #StockMarket #Nifty #Budget2023,,,,Aman Singh,
"@juliedabrusin We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth strengthen our research innovation ecosystem. Read the letter to @cafreeland:",,,,Aman Singh,
"@HonAhmedHussen We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth strengthen our research innovation ecosystem. Read the letter to @cafreeland:",,,,Aman Singh,
Education not Radicalization !!!!!!!. This has to be the best thing about #Budget2023,,,,Aman Singh,
#Budget2023 Population : 142 Taxpayers : 6 Disappointed with Budget : 136 Government's score : 0 Mogambo bhi Nakhush hota Aise Budget se.,,,,Aman Singh,
"Hon'ble Finance Minister Smt @nsitharaman, MoS (F) Sh @mppchaudhary MoS (F) Sh @DrBhagwatKarad with the CBDT Budget team on Budget eve. Secretary, Revenue, Sh Sanjay Malhotra, Chairman, CBDT Sh Nitin Gupta Member, CBDT Smt Pragya Saxena are also present. #Budget2023",,,,Aman Singh,
"BUY , SHARE , SHOP , WEAR ! Shop now for more Totally trusted and legit You have my word on it people XOXO BeastGoD FOUNDERâ¤ï¸ #businessgrowth #onlineshopping #clownyys #Budget2023 #newarrivals #stocks #trustedseller",,,,Aman Singh,
@WithCongress #Budget2023 no discount also in common man drinks alcohol...,,,,Aman Singh,
"#Budget2023 #AdaniEnterprises
#RBI #AdaniGroup #AdaniStandsWithInvestors Adani Groups Stocks Tunk 52 two week lows, LIC Stock also going down down, Adani group bubble blast.।।।।।।। Boom",,,,Aman Singh,
"𝐓𝐡𝐢𝐬 𝐟𝐢𝐫𝐬𝐭 𝐁𝐮𝐝𝐠𝐞𝐭 𝐨𝐟 𝐀𝐦𝐫𝐢𝐭 𝐊𝐚𝐚𝐥.. @Narendraamodi Ji #NewIndia #Budget2023 #AmritkaalBudget #HamaraAppNamoApp
https://t.co/BAsZPXqp74

via MyNt https://t.co/yvsvHuu5ZZ",,,,Aman Singh,
"#Budget2023 Simply Explained with Vaibhav Dange Watch my take on Budget Analysis under the #BuildIndia series with focus on infrastructure - Sharing Snippets here.
Watch Full on https://t.co/veFvtPQFJz https://t.co/mElJCLpCaK",,,,Aman Singh,
"Watch | Post #Budget2023, Finance Minister Nirmala Sitharaman's message to industries https://t.co/96HX2g255A",,,,Aman Singh,
"@MarciIen We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth &amp; strengthen our research &amp; innovation ecosystem.

Read the letter to @cafreeland: https://t.co/KjGaFvbz6N",,,,Aman Singh,
"@JudySgroMP We collaborated with #HealthResearch leaders in #Toronto to ask for an increase in #research #funding in #Budget2023 to grow our economy, protect #CDNHealth &amp; strengthen our research &amp; innovation ecosystem. Read the letter to @cafreeland: https://t.co/KjGaFvbz6N",,,,Aman Singh,
"@AFP Neither Red Army lost than nor it will now 

Germany &amp; France have learnt nothing from World War ll 

Shame.

@mfa_russia @KremlinRussia_E 

#Ukraine 
#BattleOfStalingrad 
#Russia
#BiggBoss16 
#AdaniEnterprises 
#BOYSPLANET 
#Budget2023",,,,Aman Singh,
